"county","year","household_type","housing_burden","share","source"
"Sonoma","2,011","Renter","At least 35% of income","0.48077173583","ACS_B25074_1YR"
"Alameda","2,012","Renter","Less than 20% of income","0.20428119446","ACS_B25074_1YR"
"Contra Costa","2,012","Renter","Less than 20% of income","0.2002118888","ACS_B25074_1YR"
"Marin","2,012","Renter","Less than 20% of income","0.21146385443","ACS_B25074_1YR"
"Napa","2,012","Renter","Less than 20% of income","0.26067440947","ACS_B25074_1YR"
"San Francisco","2,012","Renter","Less than 20% of income","0.28882460917","ACS_B25074_1YR"
"San Mateo","2,012","Renter","Less than 20% of income","0.21968658086","ACS_B25074_1YR"
"Santa Clara","2,012","Renter","Less than 20% of income","0.2640739817","ACS_B25074_1YR"
"Solano","2,012","Renter","Less than 20% of income","0.18135320766","ACS_B25074_1YR"
"Sonoma","2,012","Renter","Less than 20% of income","0.17887881897","ACS_B25074_1YR"
"Alameda","2,012","Renter","20% to 34% of income","0.3612198057","ACS_B25074_1YR"
"Contra Costa","2,012","Renter","20% to 34% of income","0.33494553076","ACS_B25074_1YR"
"Marin","2,012","Renter","20% to 34% of income","0.3228238894","ACS_B25074_1YR"
"Napa","2,012","Renter","20% to 34% of income","0.31262974808","ACS_B25074_1YR"
"San Francisco","2,012","Renter","20% to 34% of income","0.3238754064","ACS_B25074_1YR"
"San Mateo","2,012","Renter","20% to 34% of income","0.33693030822","ACS_B25074_1YR"
"Santa Clara","2,012","Renter","20% to 34% of income","0.33899579824","ACS_B25074_1YR"
"Solano","2,012","Renter","20% to 34% of income","0.33220078913","ACS_B25074_1YR"
"Sonoma","2,012","Renter","20% to 34% of income","0.33839204286","ACS_B25074_1YR"
"Alameda","2,012","Renter","At least 35% of income","0.43449899983","ACS_B25074_1YR"
"Contra Costa","2,012","Renter","At least 35% of income","0.46484258044","ACS_B25074_1YR"
"Marin","2,012","Renter","At least 35% of income","0.46571225616","ACS_B25074_1YR"
"Napa","2,012","Renter","At least 35% of income","0.42669584245","ACS_B25074_1YR"
"San Francisco","2,012","Renter","At least 35% of income","0.38729998443","ACS_B25074_1YR"
"San Mateo","2,012","Renter","At least 35% of income","0.44338311093","ACS_B25074_1YR"
"Santa Clara","2,012","Renter","At least 35% of income","0.39693022006","ACS_B25074_1YR"
"Solano","2,012","Renter","At least 35% of income","0.48644600321","ACS_B25074_1YR"
"Sonoma","2,012","Renter","At least 35% of income","0.48272913817","ACS_B25074_1YR"
"Alameda","2,013","Renter","Less than 20% of income","0.22588308969","ACS_B25074_1YR"
"Contra Costa","2,013","Renter","Less than 20% of income","0.20219639735","ACS_B25074_1YR"
"Marin","2,013","Renter","Less than 20% of income","0.21571547718","ACS_B25074_1YR"
"Napa","2,013","Renter","Less than 20% of income","0.15589285714","ACS_B25074_1YR"
"San Francisco","2,013","Renter","Less than 20% of income","0.30725327647","ACS_B25074_1YR"
"San Mateo","2,013","Renter","Less than 20% of income","0.23097727364","ACS_B25074_1YR"
"Santa Clara","2,013","Renter","Less than 20% of income","0.27415502504","ACS_B25074_1YR"
"Solano","2,013","Renter","Less than 20% of income","0.16469594595","ACS_B25074_1YR"
"Sonoma","2,013","Renter","Less than 20% of income","0.17803544317","ACS_B25074_1YR"
"Alameda","2,013","Renter","20% to 34% of income","0.34471516077","ACS_B25074_1YR"
"Contra Costa","2,013","Renter","20% to 34% of income","0.34614821832","ACS_B25074_1YR"
"Marin","2,013","Renter","20% to 34% of income","0.35562373406","ACS_B25074_1YR"
"Napa","2,013","Renter","20% to 34% of income","0.4394047619","ACS_B25074_1YR"
"San Francisco","2,013","Renter","20% to 34% of income","0.33046431263","ACS_B25074_1YR"
"San Mateo","2,013","Renter","20% to 34% of income","0.35308602107","ACS_B25074_1YR"
"Santa Clara","2,013","Renter","20% to 34% of income","0.31964944124","ACS_B25074_1YR"
"Solano","2,013","Renter","20% to 34% of income","0.33108108108","ACS_B25074_1YR"
"Sonoma","2,013","Renter","20% to 34% of income","0.34983675718","ACS_B25074_1YR"
"Alameda","2,013","Renter","At least 35% of income","0.42940174955","ACS_B25074_1YR"
"Contra Costa","2,013","Renter","At least 35% of income","0.45165538433","ACS_B25074_1YR"
"Marin","2,013","Renter","At least 35% of income","0.42866078875","ACS_B25074_1YR"
"Napa","2,013","Renter","At least 35% of income","0.40470238095","ACS_B25074_1YR"
"San Francisco","2,013","Renter","At least 35% of income","0.3622824109","ACS_B25074_1YR"
"San Mateo","2,013","Renter","At least 35% of income","0.41593670528","ACS_B25074_1YR"
"Santa Clara","2,013","Renter","At least 35% of income","0.40619553372","ACS_B25074_1YR"
"Solano","2,013","Renter","At least 35% of income","0.50422297297","ACS_B25074_1YR"
"Sonoma","2,013","Renter","At least 35% of income","0.47212779965","ACS_B25074_1YR"
"Alameda","2,014","Renter","Less than 20% of income","0.22993487398","ACS_B25074_1YR"
"Contra Costa","2,014","Renter","Less than 20% of income","0.21032141847","ACS_B25074_1YR"
"Marin","2,014","Renter","Less than 20% of income","0.23313872084","ACS_B25074_1YR"
"Napa","2,014","Renter","Less than 20% of income","0.20930986068","ACS_B25074_5YR"
"San Francisco","2,014","Renter","Less than 20% of income","0.31700169291","ACS_B25074_1YR"
"San Mateo","2,014","Renter","Less than 20% of income","0.25638881326","ACS_B25074_1YR"
"Santa Clara","2,014","Renter","Less than 20% of income","0.2542855189","ACS_B25074_1YR"
"Solano","2,014","Renter","Less than 20% of income","0.1967053269","ACS_B25074_1YR"
"Sonoma","2,014","Renter","Less than 20% of income","0.18491916176","ACS_B25074_1YR"
"Alameda","2,014","Renter","20% to 34% of income","0.35309695001","ACS_B25074_1YR"
"Contra Costa","2,014","Renter","20% to 34% of income","0.34070506617","ACS_B25074_1YR"
"Marin","2,014","Renter","20% to 34% of income","0.31836314163","ACS_B25074_1YR"
"Napa","2,014","Renter","20% to 34% of income","0.34701371638","ACS_B25074_5YR"
"San Francisco","2,014","Renter","20% to 34% of income","0.32973885498","ACS_B25074_1YR"
"San Mateo","2,014","Renter","20% to 34% of income","0.33084717414","ACS_B25074_1YR"
"Santa Clara","2,014","Renter","20% to 34% of income","0.34850994636","ACS_B25074_1YR"
"Solano","2,014","Renter","20% to 34% of income","0.37926374491","ACS_B25074_1YR"
"Sonoma","2,014","Renter","20% to 34% of income","0.36880262556","ACS_B25074_1YR"
"Alameda","2,014","Renter","At least 35% of income","0.41696817601","ACS_B25074_1YR"
"Contra Costa","2,014","Renter","At least 35% of income","0.44897351536","ACS_B25074_1YR"
"Marin","2,014","Renter","At least 35% of income","0.44849813753","ACS_B25074_1YR"
"Napa","2,014","Renter","At least 35% of income","0.44367642294","ACS_B25074_5YR"
"San Francisco","2,014","Renter","At least 35% of income","0.3532594521","ACS_B25074_1YR"
"San Mateo","2,014","Renter","At least 35% of income","0.4127640126","ACS_B25074_1YR"
"Santa Clara","2,014","Renter","At least 35% of income","0.39720453475","ACS_B25074_1YR"
"Solano","2,014","Renter","At least 35% of income","0.42403092819","ACS_B25074_1YR"
"Sonoma","2,014","Renter","At least 35% of income","0.44627821268","ACS_B25074_1YR"
"Alameda","2,015","Renter","Less than 20% of income","0.22460197409","ACS_B25074_1YR"
"Contra Costa","2,015","Renter","Less than 20% of income","0.21637679112","ACS_B25074_1YR"
"Marin","2,015","Renter","Less than 20% of income","0.2736697751","ACS_B25074_1YR"
"Napa","2,015","Renter","Less than 20% of income","0.21067945471","ACS_B25074_5YR"
"San Francisco","2,015","Renter","Less than 20% of income","0.35559964626","ACS_B25074_1YR"
"San Mateo","2,015","Renter","Less than 20% of income","0.23459333129","ACS_B25074_1YR"
"Santa Clara","2,015","Renter","Less than 20% of income","0.27310842434","ACS_B25074_1YR"
"Solano","2,015","Renter","Less than 20% of income","0.1822762407","ACS_B25074_1YR"
"Sonoma","2,015","Renter","Less than 20% of income","0.20453377337","ACS_B25074_1YR"
"Alameda","2,015","Renter","20% to 34% of income","0.35996516318","ACS_B25074_1YR"
"Contra Costa","2,015","Renter","20% to 34% of income","0.35038629418","ACS_B25074_1YR"
"Marin","2,015","Renter","20% to 34% of income","0.35095995612","ACS_B25074_1YR"
"Napa","2,015","Renter","20% to 34% of income","0.34743251253","ACS_B25074_5YR"
"San Francisco","2,015","Renter","20% to 34% of income","0.32398264272","ACS_B25074_1YR"
"San Mateo","2,015","Renter","20% to 34% of income","0.345556997","ACS_B25074_1YR"
"Santa Clara","2,015","Renter","20% to 34% of income","0.33478339134","ACS_B25074_1YR"
"Solano","2,015","Renter","20% to 34% of income","0.31821137037","ACS_B25074_1YR"
"Sonoma","2,015","Renter","20% to 34% of income","0.35086698948","ACS_B25074_1YR"
"Alameda","2,015","Renter","At least 35% of income","0.41543286273","ACS_B25074_1YR"
"Contra Costa","2,015","Renter","At least 35% of income","0.4332369147","ACS_B25074_1YR"
"Marin","2,015","Renter","At least 35% of income","0.37537026879","ACS_B25074_1YR"
"Napa","2,015","Renter","At least 35% of income","0.44188803276","ACS_B25074_5YR"
"San Francisco","2,015","Renter","At least 35% of income","0.32041771102","ACS_B25074_1YR"
"San Mateo","2,015","Renter","At least 35% of income","0.41984967171","ACS_B25074_1YR"
"Santa Clara","2,015","Renter","At least 35% of income","0.39210818433","ACS_B25074_1YR"
"Solano","2,015","Renter","At least 35% of income","0.49951238893","ACS_B25074_1YR"
"Sonoma","2,015","Renter","At least 35% of income","0.44459923716","ACS_B25074_1YR"
"Alameda","2,016","Renter","Less than 20% of income","0.24873550682","ACS_B25074_1YR"
"Contra Costa","2,016","Renter","Less than 20% of income","0.23552186313","ACS_B25074_1YR"
"Marin","2,016","Renter","Less than 20% of income","0.25366183625","ACS_B25074_1YR"
"Napa","2,016","Renter","Less than 20% of income","0.21705816555","ACS_B25074_5YR"
"San Francisco","2,016","Renter","Less than 20% of income","0.38229091164","ACS_B25074_1YR"
"San Mateo","2,016","Renter","Less than 20% of income","0.25532241949","ACS_B25074_1YR"
"Santa Clara","2,016","Renter","Less than 20% of income","0.25959370499","ACS_B25074_1YR"
"Solano","2,016","Renter","Less than 20% of income","0.23846376269","ACS_B25074_1YR"
"Sonoma","2,016","Renter","Less than 20% of income","0.2016684322","ACS_B25074_1YR"
"Alameda","2,016","Renter","20% to 34% of income","0.34951090901","ACS_B25074_1YR"
"Contra Costa","2,016","Renter","20% to 34% of income","0.33444163674","ACS_B25074_1YR"
"Marin","2,016","Renter","20% to 34% of income","0.32172125816","ACS_B25074_1YR"
"Napa","2,016","Renter","20% to 34% of income","0.3634787472","ACS_B25074_5YR"
"San Francisco","2,016","Renter","20% to 34% of income","0.30870957937","ACS_B25074_1YR"
"San Mateo","2,016","Renter","20% to 34% of income","0.33892475598","ACS_B25074_1YR"
"Santa Clara","2,016","Renter","20% to 34% of income","0.36897966263","ACS_B25074_1YR"
"Solano","2,016","Renter","20% to 34% of income","0.34323814059","ACS_B25074_1YR"
"Sonoma","2,016","Renter","20% to 34% of income","0.34503001412","ACS_B25074_1YR"
"Alameda","2,016","Renter","At least 35% of income","0.40175358417","ACS_B25074_1YR"
"Contra Costa","2,016","Renter","At least 35% of income","0.43003650013","ACS_B25074_1YR"
"Marin","2,016","Renter","At least 35% of income","0.42461690559","ACS_B25074_1YR"
"Napa","2,016","Renter","At least 35% of income","0.41946308725","ACS_B25074_5YR"
"San Francisco","2,016","Renter","At least 35% of income","0.30899950899","ACS_B25074_1YR"
"San Mateo","2,016","Renter","At least 35% of income","0.40575282453","ACS_B25074_1YR"
"Santa Clara","2,016","Renter","At least 35% of income","0.37142663238","ACS_B25074_1YR"
"Solano","2,016","Renter","At least 35% of income","0.41829809671","ACS_B25074_1YR"
"Sonoma","2,016","Renter","At least 35% of income","0.45330155367","ACS_B25074_1YR"
"Alameda","2,017","Renter","Less than 20% of income","0.24621278553","ACS_B25074_1YR"
"Contra Costa","2,017","Renter","Less than 20% of income","0.22002516779","ACS_B25074_1YR"
"Marin","2,017","Renter","Less than 20% of income","0.21331138944","ACS_B25074_1YR"
"Napa","2,017","Renter","Less than 20% of income","0.20713699754","ACS_B25074_5YR"
"San Francisco","2,017","Renter","Less than 20% of income","0.40503597448","ACS_B25074_1YR"
"San Mateo","2,017","Renter","Less than 20% of income","0.24904530713","ACS_B25074_1YR"
"Santa Clara","2,017","Renter","Less than 20% of income","0.26790863141","ACS_B25074_1YR"
"Solano","2,017","Renter","Less than 20% of income","0.19605134598","ACS_B25074_1YR"
"Sonoma","2,017","Renter","Less than 20% of income","0.2020487917","ACS_B25074_1YR"
"Alameda","2,017","Renter","20% to 34% of income","0.35308491857","ACS_B25074_1YR"
"Contra Costa","2,017","Renter","20% to 34% of income","0.32749161074","ACS_B25074_1YR"
"Marin","2,017","Renter","20% to 34% of income","0.32081787498","ACS_B25074_1YR"
"Napa","2,017","Renter","20% to 34% of income","0.36769014415","ACS_B25074_5YR"
"San Francisco","2,017","Renter","20% to 34% of income","0.31107161801","ACS_B25074_1YR"
"San Mateo","2,017","Renter","20% to 34% of income","0.33816276794","ACS_B25074_1YR"
"Santa Clara","2,017","Renter","20% to 34% of income","0.35215452063","ACS_B25074_1YR"
"Solano","2,017","Renter","20% to 34% of income","0.37016946868","ACS_B25074_1YR"
"Sonoma","2,017","Renter","20% to 34% of income","0.33711674952","ACS_B25074_1YR"
"Alameda","2,017","Renter","At least 35% of income","0.40070229591","ACS_B25074_1YR"
"Contra Costa","2,017","Renter","At least 35% of income","0.45248322148","ACS_B25074_1YR"
"Marin","2,017","Renter","At least 35% of income","0.46587073559","ACS_B25074_1YR"
"Napa","2,017","Renter","At least 35% of income","0.42517285831","ACS_B25074_5YR"
"San Francisco","2,017","Renter","At least 35% of income","0.2838924075","ACS_B25074_1YR"
"San Mateo","2,017","Renter","At least 35% of income","0.41279192493","ACS_B25074_1YR"
"Santa Clara","2,017","Renter","At least 35% of income","0.37993684796","ACS_B25074_1YR"
"Solano","2,017","Renter","At least 35% of income","0.43377918534","ACS_B25074_1YR"
"Sonoma","2,017","Renter","At least 35% of income","0.46083445878","ACS_B25074_1YR"
"Alameda","2,018","Renter","Less than 20% of income","0.24236352372","ACS_B25074_1YR"
"Contra Costa","2,018","Renter","Less than 20% of income","0.22213702442","ACS_B25074_1YR"
"Marin","2,018","Renter","Less than 20% of income","0.24092812282","ACS_B25074_1YR"
"Napa","2,018","Renter","Less than 20% of income","0.21128101386","ACS_B25074_5YR"
"San Francisco","2,018","Renter","Less than 20% of income","0.40648363098","ACS_B25074_1YR"
"San Mateo","2,018","Renter","Less than 20% of income","0.27466596057","ACS_B25074_1YR"
"Santa Clara","2,018","Renter","Less than 20% of income","0.28724006327","ACS_B25074_1YR"
"Solano","2,018","Renter","Less than 20% of income","0.23012084141","ACS_B25074_1YR"
"Sonoma","2,018","Renter","Less than 20% of income","0.2161470754","ACS_B25074_1YR"
"Alameda","2,018","Renter","20% to 34% of income","0.35508144268","ACS_B25074_1YR"
"Contra Costa","2,018","Renter","20% to 34% of income","0.33471933472","ACS_B25074_1YR"
"Marin","2,018","Renter","20% to 34% of income","0.33909048616","ACS_B25074_1YR"
"Napa","2,018","Renter","20% to 34% of income","0.3491997382","ACS_B25074_5YR"
"San Francisco","2,018","Renter","20% to 34% of income","0.30989178716","ACS_B25074_1YR"
"San Mateo","2,018","Renter","20% to 34% of income","0.32416082777","ACS_B25074_1YR"
"Santa Clara","2,018","Renter","20% to 34% of income","0.3483696362","ACS_B25074_1YR"
"Solano","2,018","Renter","20% to 34% of income","0.36798821423","ACS_B25074_1YR"
"Sonoma","2,018","Renter","20% to 34% of income","0.32583214095","ACS_B25074_1YR"
"Alameda","2,018","Renter","At least 35% of income","0.4025550336","ACS_B25074_1YR"
"Contra Costa","2,018","Renter","At least 35% of income","0.44314364086","ACS_B25074_1YR"
"Marin","2,018","Renter","At least 35% of income","0.41998139102","ACS_B25074_1YR"
"Napa","2,018","Renter","At least 35% of income","0.43951924793","ACS_B25074_5YR"
"San Francisco","2,018","Renter","At least 35% of income","0.28362458186","ACS_B25074_1YR"
"San Mateo","2,018","Renter","At least 35% of income","0.40117321167","ACS_B25074_1YR"
"Santa Clara","2,018","Renter","At least 35% of income","0.36439030053","ACS_B25074_1YR"
"Solano","2,018","Renter","At least 35% of income","0.40189094435","ACS_B25074_1YR"
"Sonoma","2,018","Renter","At least 35% of income","0.45802078365","ACS_B25074_1YR"
"Alameda","2,019","Renter","Less than 20% of income","0.26063815722","ACS_B25074_1YR"
"Contra Costa","2,019","Renter","Less than 20% of income","0.25050225729","ACS_B25074_1YR"
"Marin","2,019","Renter","Less than 20% of income","0.25349428208","ACS_B25074_5YR"
"Napa","2,019","Renter","Less than 20% of income","0.20120284308","ACS_B25074_5YR"
"San Francisco","2,019","Renter","Less than 20% of income","0.43585599819","ACS_B25074_1YR"
"San Mateo","2,019","Renter","Less than 20% of income","0.32336802452","ACS_B25074_1YR"
"Santa Clara","2,019","Renter","Less than 20% of income","0.30620816707","ACS_B25074_1YR"
"Solano","2,019","Renter","Less than 20% of income","0.1929170036","ACS_B25074_1YR"
"Sonoma","2,019","Renter","Less than 20% of income","0.20930301812","ACS_B25074_1YR"
"Alameda","2,019","Renter","20% to 34% of income","0.35225946338","ACS_B25074_1YR"
"Contra Costa","2,019","Renter","20% to 34% of income","0.33643217808","ACS_B25074_1YR"
"Marin","2,019","Renter","20% to 34% of income","0.32470581736","ACS_B25074_5YR"
"Napa","2,019","Renter","20% to 34% of income","0.37409634895","ACS_B25074_5YR"
"San Francisco","2,019","Renter","20% to 34% of income","0.3214716172","ACS_B25074_1YR"
"San Mateo","2,019","Renter","20% to 34% of income","0.29957428816","ACS_B25074_1YR"
"Santa Clara","2,019","Renter","20% to 34% of income","0.33217392541","ACS_B25074_1YR"
"Solano","2,019","Renter","20% to 34% of income","0.40057340293","ACS_B25074_1YR"
"Sonoma","2,019","Renter","20% to 34% of income","0.37486041006","ACS_B25074_1YR"
"Alameda","2,019","Renter","At least 35% of income","0.3871023794","ACS_B25074_1YR"
"Contra Costa","2,019","Renter","At least 35% of income","0.41306556463","ACS_B25074_1YR"
"Marin","2,019","Renter","At least 35% of income","0.42179990056","ACS_B25074_5YR"
"Napa","2,019","Renter","At least 35% of income","0.42470080797","ACS_B25074_5YR"
"San Francisco","2,019","Renter","At least 35% of income","0.24267238461","ACS_B25074_1YR"
"San Mateo","2,019","Renter","At least 35% of income","0.37705768732","ACS_B25074_1YR"
"Santa Clara","2,019","Renter","At least 35% of income","0.36161790752","ACS_B25074_1YR"
"Solano","2,019","Renter","At least 35% of income","0.40650959347","ACS_B25074_1YR"
"Sonoma","2,019","Renter","At least 35% of income","0.41583657182","ACS_B25074_1YR"
"Alameda","2,020","Renter","Less than 20% of income","0.25798244099","ACS_B25074_5YR"
"Contra Costa","2,020","Renter","Less than 20% of income","0.23211683482","ACS_B25074_5YR"
"Marin","2,020","Renter","Less than 20% of income","0.24168447586","ACS_B25074_5YR"
"Napa","2,020","Renter","Less than 20% of income","0.19160447761","ACS_B25074_5YR"
"San Francisco","2,020","Renter","Less than 20% of income","0.39450606915","ACS_B25074_5YR"
"San Mateo","2,020","Renter","Less than 20% of income","0.27459724951","ACS_B25074_5YR"
"Santa Clara","2,020","Renter","Less than 20% of income","0.29301517268","ACS_B25074_5YR"
"Solano","2,020","Renter","Less than 20% of income","0.1996186565","ACS_B25074_5YR"
"Sonoma","2,020","Renter","Less than 20% of income","0.22020234184","ACS_B25074_5YR"
"Alameda","2,020","Renter","20% to 34% of income","0.34733238052","ACS_B25074_5YR"
"Contra Costa","2,020","Renter","20% to 34% of income","0.33287412704","ACS_B25074_5YR"
"Marin","2,020","Renter","20% to 34% of income","0.34232012713","ACS_B25074_5YR"
"Napa","2,020","Renter","20% to 34% of income","0.37630597015","ACS_B25074_5YR"
"San Francisco","2,020","Renter","20% to 34% of income","0.31584549245","ACS_B25074_5YR"
"San Mateo","2,020","Renter","20% to 34% of income","0.32824165029","ACS_B25074_5YR"
"Santa Clara","2,020","Renter","20% to 34% of income","0.34565325683","ACS_B25074_5YR"
"Solano","2,020","Renter","20% to 34% of income","0.37164491053","ACS_B25074_5YR"
"Sonoma","2,020","Renter","20% to 34% of income","0.33499298027","ACS_B25074_5YR"
"Alameda","2,020","Renter","At least 35% of income","0.3946851785","ACS_B25074_5YR"
"Contra Costa","2,020","Renter","At least 35% of income","0.43500903814","ACS_B25074_5YR"
"Marin","2,020","Renter","At least 35% of income","0.41599539701","ACS_B25074_5YR"
"Napa","2,020","Renter","At least 35% of income","0.43208955224","ACS_B25074_5YR"
"San Francisco","2,020","Renter","At least 35% of income","0.2896484384","ACS_B25074_5YR"
"San Mateo","2,020","Renter","At least 35% of income","0.3971611002","ACS_B25074_5YR"
"Santa Clara","2,020","Renter","At least 35% of income","0.36133157049","ACS_B25074_5YR"
"Solano","2,020","Renter","At least 35% of income","0.42873643297","ACS_B25074_5YR"
"Sonoma","2,020","Renter","At least 35% of income","0.44480467789","ACS_B25074_5YR"
"Alameda","2,021","Renter","Less than 20% of income","0.25089324721","ACS_B25074_1YR"
"Contra Costa","2,021","Renter","Less than 20% of income","0.1864549204","ACS_B25074_1YR"
"Marin","2,021","Renter","Less than 20% of income","0.1821370052","ACS_B25074_1YR"
"Napa","2,021","Renter","Less than 20% of income","0.18648444388","ACS_B25074_5YR"
"San Francisco","2,021","Renter","Less than 20% of income","0.35193735199","ACS_B25074_1YR"
"San Mateo","2,021","Renter","Less than 20% of income","0.25053383546","ACS_B25074_1YR"
"Santa Clara","2,021","Renter","Less than 20% of income","0.30699565626","ACS_B25074_1YR"
"Solano","2,021","Renter","Less than 20% of income","0.14560324339","ACS_B25074_1YR"
"Sonoma","2,021","Renter","Less than 20% of income","0.1847816299","ACS_B25074_1YR"
"Alameda","2,021","Renter","20% to 34% of income","0.33534216439","ACS_B25074_1YR"
"Contra Costa","2,021","Renter","20% to 34% of income","0.3093551247","ACS_B25074_1YR"
"Marin","2,021","Renter","20% to 34% of income","0.30482651565","ACS_B25074_1YR"
"Napa","2,021","Renter","20% to 34% of income","0.36912709409","ACS_B25074_5YR"
"San Francisco","2,021","Renter","20% to 34% of income","0.30849370137","ACS_B25074_1YR"
"San Mateo","2,021","Renter","20% to 34% of income","0.32167954343","ACS_B25074_1YR"
"Santa Clara","2,021","Renter","20% to 34% of income","0.34554136055","ACS_B25074_1YR"
"Solano","2,021","Renter","20% to 34% of income","0.35934223403","ACS_B25074_1YR"
"Sonoma","2,021","Renter","20% to 34% of income","0.36600630347","ACS_B25074_1YR"
"Alameda","2,021","Renter","At least 35% of income","0.4137645884","ACS_B25074_1YR"
"Contra Costa","2,021","Renter","At least 35% of income","0.5041899549","ACS_B25074_1YR"
"Marin","2,021","Renter","At least 35% of income","0.51303647914","ACS_B25074_1YR"
"Napa","2,021","Renter","At least 35% of income","0.44438846202","ACS_B25074_5YR"
"San Francisco","2,021","Renter","At least 35% of income","0.33956894665","ACS_B25074_1YR"
"San Mateo","2,021","Renter","At least 35% of income","0.42778662111","ACS_B25074_1YR"
"Santa Clara","2,021","Renter","At least 35% of income","0.34746298319","ACS_B25074_1YR"
"Solano","2,021","Renter","At least 35% of income","0.49505452258","ACS_B25074_1YR"
"Sonoma","2,021","Renter","At least 35% of income","0.44921206664","ACS_B25074_1YR"
"Alameda","2,022","Renter","Less than 20% of income","0.24323586851","ACS_B25074_1YR"
"Contra Costa","2,022","Renter","Less than 20% of income","0.18080894023","ACS_B25074_1YR"
"Marin","2,022","Renter","Less than 20% of income","0.2269744286","ACS_B25074_5YR"
"Napa","2,022","Renter","Less than 20% of income","0.19297814878","ACS_B25074_5YR"
"San Francisco","2,022","Renter","Less than 20% of income","0.3715648573","ACS_B25074_1YR"
"San Mateo","2,022","Renter","Less than 20% of income","0.25655710092","ACS_B25074_1YR"
"Santa Clara","2,022","Renter","Less than 20% of income","0.29465896725","ACS_B25074_1YR"
"Solano","2,022","Renter","Less than 20% of income","0.19130920257","ACS_B25074_1YR"
"Sonoma","2,022","Renter","Less than 20% of income","0.19905509623","ACS_B25074_1YR"
"Alameda","2,022","Renter","20% to 34% of income","0.3216417125","ACS_B25074_1YR"
"Contra Costa","2,022","Renter","20% to 34% of income","0.34388140779","ACS_B25074_1YR"
"Marin","2,022","Renter","20% to 34% of income","0.33751980086","ACS_B25074_5YR"
"Napa","2,022","Renter","20% to 34% of income","0.37429413209","ACS_B25074_5YR"
"San Francisco","2,022","Renter","20% to 34% of income","0.3294163057","ACS_B25074_1YR"
"San Mateo","2,022","Renter","20% to 34% of income","0.30823427499","ACS_B25074_1YR"
"Santa Clara","2,022","Renter","20% to 34% of income","0.33526166298","ACS_B25074_1YR"
"Solano","2,022","Renter","20% to 34% of income","0.30719270494","ACS_B25074_1YR"
"Sonoma","2,022","Renter","20% to 34% of income","0.37641909261","ACS_B25074_1YR"
"Alameda","2,022","Renter","At least 35% of income","0.43512241899","ACS_B25074_1YR"
"Contra Costa","2,022","Renter","At least 35% of income","0.47530965198","ACS_B25074_1YR"
"Marin","2,022","Renter","At least 35% of income","0.43550577054","ACS_B25074_5YR"
"Napa","2,022","Renter","At least 35% of income","0.43272771913","ACS_B25074_5YR"
"San Francisco","2,022","Renter","At least 35% of income","0.299018837","ACS_B25074_1YR"
"San Mateo","2,022","Renter","At least 35% of income","0.43520862409","ACS_B25074_1YR"
"Santa Clara","2,022","Renter","At least 35% of income","0.37007936977","ACS_B25074_1YR"
"Solano","2,022","Renter","At least 35% of income","0.50149809249","ACS_B25074_1YR"
"Sonoma","2,022","Renter","At least 35% of income","0.42452581116","ACS_B25074_1YR"
"Alameda","2,023","Renter","Less than 20% of income","0.24268360746","ACS_B25074_1YR"
"Contra Costa","2,023","Renter","Less than 20% of income","0.17355166952","ACS_B25074_1YR"
"Marin","2,023","Renter","Less than 20% of income","0.2079547692","ACS_B25074_5YR"
"Napa","2,023","Renter","Less than 20% of income","0.19954716082","ACS_B25074_5YR"
"San Francisco","2,023","Renter","Less than 20% of income","0.3675628169","ACS_B25074_1YR"
"San Mateo","2,023","Renter","Less than 20% of income","0.26868277893","ACS_B25074_1YR"
"Santa Clara","2,023","Renter","Less than 20% of income","0.29907601977","ACS_B25074_1YR"
"Solano","2,023","Renter","Less than 20% of income","0.1788899809","ACS_B25074_1YR"
"Sonoma","2,023","Renter","Less than 20% of income","0.18945603285","ACS_B25074_1YR"
"Alameda","2,023","Renter","20% to 34% of income","0.32076757976","ACS_B25074_1YR"
"Contra Costa","2,023","Renter","20% to 34% of income","0.35983872774","ACS_B25074_1YR"
"Marin","2,023","Renter","20% to 34% of income","0.32924530956","ACS_B25074_5YR"
"Napa","2,023","Renter","20% to 34% of income","0.36745516296","ACS_B25074_5YR"
"San Francisco","2,023","Renter","20% to 34% of income","0.31681802817","ACS_B25074_1YR"
"San Mateo","2,023","Renter","20% to 34% of income","0.3397296286","ACS_B25074_1YR"
"Santa Clara","2,023","Renter","20% to 34% of income","0.32703042357","ACS_B25074_1YR"
"Solano","2,023","Renter","20% to 34% of income","0.35001019897","ACS_B25074_1YR"
"Sonoma","2,023","Renter","20% to 34% of income","0.36488583115","ACS_B25074_1YR"
"Alameda","2,023","Renter","At least 35% of income","0.43654881278","ACS_B25074_1YR"
"Contra Costa","2,023","Renter","At least 35% of income","0.46660960274","ACS_B25074_1YR"
"Marin","2,023","Renter","At least 35% of income","0.46279992124","ACS_B25074_5YR"
"Napa","2,023","Renter","At least 35% of income","0.43299767622","ACS_B25074_5YR"
"San Francisco","2,023","Renter","At least 35% of income","0.31561915493","ACS_B25074_1YR"
"San Mateo","2,023","Renter","At least 35% of income","0.39158759247","ACS_B25074_1YR"
"Santa Clara","2,023","Renter","At least 35% of income","0.37389355666","ACS_B25074_1YR"
"Solano","2,023","Renter","At least 35% of income","0.47109982013","ACS_B25074_1YR"
